time,heat_target,temperature_feed,temperature_return
2041-10-22 23:00:00,-2681757,71.13,51.95
2041-10-23 23:00:00,-3393243,69.89,51.17
2041-10-24 23:00:00,-2681757,72.81,51.98
2041-10-25 23:00:00,7125000,74.78,52.47
2041-10-26 23:00:00,1600000,72.38,52.15
2041-10-27 23:00:00,125000,72.29,52.73
2041-10-28 23:00:00,25000,75.70,52.95
2041-10-29 23:00:00,525000,78.18,53.61
2041-10-30 23:00:00,600000,79.60,53.25
2041-10-31 23:00:00,525000,80.34,52.97
2041-11-01 23:00:00,550000,80.10,53.15
2041-11-02 23:00:00,1075000,79.73,52.83
2041-11-03 23:00:00,575000,77.60,52.50
2041-11-04 23:00:00,3050000,79.56,52.46
2041-11-05 23:00:00,1550000,78.96,52.76
2041-11-06 23:00:00,550000,78.35,52.48
2041-11-07 23:00:00,1500000,76.98,53.02
2041-11-08 23:00:00,0,73.47,51.29
2041-11-09 23:00:00,0,75.15,51.74
2041-11-10 23:00:00,-1099324,77.45,52.19
2041-11-11 23:00:00,1600000,76.40,52.47
2041-11-12 23:00:00,1550000,74.73,52.23
2041-11-13 23:00:00,50000,77.76,52.58
2041-11-14 23:00:00,3050000,79.70,52.71
2041-11-15 23:00:00,1500000,74.65,51.24
2041-11-16 23:00:00,1000000,70.94,50.33
2041-11-17 23:00:00,25000,79.07,51.65
2041-11-18 23:00:00,0,82.26,52.92
2041-11-19 23:00:00,525000,78.78,52.37
2041-11-20 23:00:00,550000,80.75,52.86
2041-11-21 23:00:00,25000,77.88,52.27
2041-11-22 23:00:00,50000,80.54,52.51
2041-11-23 23:00:00,0,77.05,52.28
2041-11-24 23:00:00,0,79.43,52.40
2041-11-25 23:00:00,-2681757,81.52,52.75
2041-11-26 23:00:00,-7333784,79.99,52.83
2041-11-27 23:00:00,-492568,75.90,51.66
2041-11-28 23:00:00,25000,77.81,52.37
2041-11-29 23:00:00,0,79.51,52.47
2041-11-30 23:00:00,0,76.32,52.30
2041-12-01 23:00:00,0,82.70,53.52
2041-12-02 23:00:00,-4741216,86.38,53.58
2041-12-03 23:00:00,-6766216,87.36,54.70
2041-12-04 23:00:00,-3557095,88.98,54.98
2041-12-05 23:00:00,-1060339,86.60,54.13
2041-12-06 23:00:00,-1962612,91.95,55.74
2041-12-07 23:00:00,-1023079,91.00,55.83
2041-12-08 23:00:00,-2854658,91.12,55.60
2041-12-09 23:00:00,0,92.24,55.54
2041-12-10 23:00:00,0,90.33,55.33
2041-12-11 23:00:00,-109459,88.17,54.73
2041-12-12 23:00:00,-6915215,89.76,55.07
2041-12-13 23:00:00,-4922149,91.77,56.00
2041-12-14 23:00:00,-1713282,92.24,55.97
2041-12-15 23:00:00,-2134459,91.20,55.54
2041-12-16 23:00:00,-5134797,91.02,53.96
2041-12-17 23:00:00,-2069932,88.48,53.46
2041-12-18 23:00:00,0,87.82,53.44
2041-12-19 23:00:00,0,81.43,53.04
2041-12-20 23:00:00,0,82.90,53.09
2041-12-21 23:00:00,0,84.43,53.38
2041-12-22 23:00:00,-766216,87.46,54.18
2041-12-23 23:00:00,-7409459,90.34,54.95
2041-12-24 23:00:00,-8537838,87.45,54.84
2041-12-25 23:00:00,-6348649,79.42,52.87
2041-12-26 23:00:00,-414918,78.43,52.53
2041-12-27 23:00:00,-2243919,79.61,52.36
2041-12-28 23:00:00,-8835613,79.81,52.33
2041-12-29 23:00:00,-2353378,88.41,54.36
2041-12-30 23:00:00,500000,77.96,52.35
2041-12-31 23:00:00,0,77.90,52.08
2042-01-01 23:00:00,0,71.14,51.18
2042-01-02 23:00:00,0,67.93,50.45
2042-01-03 23:00:00,500000,78.20,52.28
2042-01-04 23:00:00,500000,78.12,52.25
2042-01-05 23:00:00,0,70.53,51.80
2042-01-06 23:00:00,0,73.86,52.09
2042-01-07 23:00:00,-6677027,69.31,50.96
2042-01-08 23:00:00,-2627027,69.59,51.11
2042-01-09 23:00:00,1000000,75.44,51.28
2042-01-10 23:00:00,500000,78.20,52.10
2042-01-11 23:00:00,1000000,76.26,51.74
