time,heat_target,temperature_feed,temperature_return
2051-08-09 23:00:00,5806194,72.53,56.96
2051-08-10 23:00:00,6712500,73.07,57.26
2051-08-11 23:00:00,5861374,73.30,57.10
2051-08-12 23:00:00,7845833,74.18,57.50
2051-08-13 23:00:00,10058333,73.40,56.45
2051-08-14 23:00:00,10162500,72.13,57.11
2051-08-15 23:00:00,10620833,72.65,57.22
2051-08-16 23:00:00,10083333,73.41,57.77
2051-08-17 23:00:00,11545833,71.98,57.28
2051-08-18 23:00:00,10220833,73.17,57.83
2051-08-19 23:00:00,4875000,72.92,58.23
2051-08-20 23:00:00,12000000,74.84,59.24
2051-08-21 23:00:00,6300000,76.37,59.92
2051-08-22 23:00:00,12000000,75.05,58.44
2051-08-23 23:00:00,11525000,74.89,59.48
2051-08-24 23:00:00,10100000,73.71,58.55
2051-08-25 23:00:00,9004167,72.32,57.08
2051-08-26 23:00:00,9006419,73.13,57.94
2051-08-27 23:00:00,7075000,74.55,57.65
2051-08-28 23:00:00,4140766,75.33,57.98
2051-08-29 23:00:00,8850000,75.08,57.91
2051-08-30 23:00:00,6725000,76.74,58.84
2051-08-31 23:00:00,9150000,76.28,59.18
2051-09-01 23:00:00,5058333,75.41,58.09
2051-09-02 23:00:00,4554167,75.06,57.91
2051-09-03 23:00:00,6770833,76.83,58.52
2051-09-04 23:00:00,8279167,77.44,58.81
2051-09-05 23:00:00,9400000,77.00,58.90
2051-09-06 23:00:00,3625000,76.13,58.49
2051-09-07 23:00:00,-354392,74.60,57.15
2051-09-08 23:00:00,939977,74.83,56.92
2051-09-09 23:00:00,6308333,74.95,57.34
2051-09-10 23:00:00,7758333,73.69,57.73
2051-09-11 23:00:00,8270833,75.51,58.63
2051-09-12 23:00:00,2441667,75.49,58.38
2051-09-13 23:00:00,-2123311,73.76,57.08
2051-09-14 23:00:00,-767905,72.27,55.45
2051-09-15 23:00:00,-2909122,70.89,54.42
2051-09-16 23:00:00,-554392,72.23,54.54
2051-09-17 23:00:00,350000,72.98,55.70
2051-09-18 23:00:00,325000,71.95,55.47
2051-09-19 23:00:00,75000,71.37,54.80
